rate,role,word
1,N,tứ tuyệt
1,V,tứ tán
1,N,tứ xứ
1,N,tứ đức
1,V,tứa
1,V-C,tức
1,V,tức cười
1,V,tức giận
1,V,tức khí
1,R,tức khắc
1,U,tức là
1,V,tức mình
1,R,tức thì
1,R,tức thời
1,A,tức tưởi
1,R,tức tốc
1,V,tức tối
62044,N-C-V,từ
1,U,từ A đến Z
109,N-A,từ bi
114,V,từ biệt
304,V,từ bỏ
1,N,từ chương
1,V,từ chối
1,V,từ chức
1,V,từ giã
1,V,từ hoá
1,V,từ hôn
1,N,từ hư
1,N,từ học
1,N,từ khoá
1,N,từ khuynh
1,N,từ kiêng kị
1,N,từ kiêng kỵ
1,N,từ loại
1,N,từ láy
1,N,từ nguyên
1,N,từ nguyên học
1,N,từ ngữ
1,V,từ nhiệm
1,N,từ phản nghĩa
1,N,từ thiên
1,A,từ thiện
1,N,từ thông
1,N,từ thạch
1,U,từ trong trứng
1,N,từ trái nghĩa
1,N,từ trường
1,V,từ trần
1,N,từ tính
1,N,từ tố
1,A,từ tốn
1,N,từ tổ
1,A,từ từ
1,N,từ vị
1,N,từ vựng
1,N,từ vựng học
1,N,từ điển
1,N,từ điển bách khoa
1,N,từ điển giải thích
1,N,từ điển học
1,N,từ điển song ngữ
1,N,từ điển trực tuyến
1,N,từ điển tường giải
1,N,từ điển điện tử
1,N,từ đường
1,N,từ đồng nghĩa
1,N,từ đồng âm
1,A,từa tựa
1,N-P-R,từng
1,N,từng lớp
1,V,từng trải
1,N-V,tử
1,V,tử chiến
1,N,tử cung
1,N,tử huyệt
1,N,tử hình
1,A,tử ngoại
1,N,tử ngữ
1,V,tử nạn
1,N,tử sĩ
1,N,tử số
1,N,tử thi
1,N,tử thù
1,V,tử thương
1,N,tử thần
1,V,tử trận
1,N,tử tuất
1,N,tử tù
1,N,tử tước
1,A,tử tế
1,N,tử tội
1,N,tử vi
1,V,tử vong
1,U,tử vì đạo
1,N,tử vận
1,N,tử địa
1,N,tửu
1,N,tửu lượng
18699,N-P-C,tự
7,V,tự biên
25,A,tự cao
359,V,tự chủ
13,V,tự cường
1,V,tự cảm
1,V,tự cấp
882,N-A,tự do
1,A,tự do chủ nghĩa
88,R,tự dưng
3,V,tự dưỡng
1,N,tự dạng
1,A,tự giác
1,V,tự hoại
1,A,tự hành
1,A,tự hào
26,R,tự khắc
1,A,tự kiêu
1,U,tự kỉ ám thị
1,U,tự kỷ ám thị
150,V,tự lập
18,A,tự lực
22,A,tự mãn
230,V,tự nguyện
2269,N-A,tự nhiên
1,A,tự nhiên chủ nghĩa
1,N,tự nhiên học
504,V,tự nhủ
101,A,tự phát
93,V,tự phụ
5,V,tự phục vụ
1,V,tự quyết
1,V,tự quyền
1,V,tự quản
204,V,tự sát
31,N,tự sự
77,V,tự thiêu
2,V,tự thuật
1,N,tự thân
1,V,tự thú
1,V,tự thị
61,A,tự ti
1,V,tự tin
1,A,tự tiện
1,N,tự truyện
1,V,tự trào
1,V,tự trầm
1,V,tự trị
1,V,tự trọng
1,V,tự tình
1,A,tự tôn
1,V,tự túc
1,A,tự tại
1,V,tự tử
1,V,tự vấn
1,V,tự vẫn
1,V-N,tự vệ
1,V,tự xưng
1,V,tự ái
1,A-A,tự ý
1,N,tự điền
1,A,tự đắc
1,A,tự động
1,V,tự động hoá
1,N-A-V,tựa
1,A,tựa hồ
14,C,tựu trung
1,V,tựu trường
639,N,tỳ
21,N,tỳ bà
6,N,tỳ thiếp
3,N,tỳ vị
1,N,tỵ
2,V,tỵ nạnh
1,M,tỷ
1,N,tỷ dụ
1,N,tỷ giá
1,N,tỷ giá hối đoái
1,N,tỷ giá thả nổi
1,N,tỷ lệ
1,N,tỷ lệ bản đồ
1,A,tỷ lệ nghịch
1,N,tỷ lệ phần trăm
1,A,tỷ lệ thuận
1,N,tỷ lệ thức
1,N,tỷ lệ xích
1,A,tỷ mỉ
1,U,tỷ như
1,N,tỷ phú
1,N,tỷ suất
1,N,tỷ số
1,V,tỷ thí
1,N,tỷ trọng
1,N,tỷ đối
1684,N-V,u
1,A,u buồn
1,A,u hoài
1,A,u mê
9,N,u nang
22,A,u sầu
1,A,u trầm
8,A,u tịch
1,A,u tối
26,A,u u
70,A,u uất
1,A,u uẩn
10,N,u xơ
1,A,u ám
1,A,u ơ
1,A,u ẩn
1,A,ui ui
1,V-A,um
1,A,um tùm
1,V,un
1,V,un đúc
1,N-A,ung
1,N,ung bướu
1,A,ung dung
1,N,ung nhọt
1,N,ung thư
1,A,ung ủng
1,N,unicode
1,V,upload
1,N,upsilon
1,N,uranium
1,N,urea
1,N,uy
1,N,uy danh
1,V,uy hiếp
1,N,uy linh
1,N,uy lực
1,A,uy nghi
1,A,uy nghiêm
1,A,uy phong
1,N,uy quyền
1,N,uy thế
1,N,uy tín
1,N,uy vũ
1,A,uyên bác
1,A,uyên thâm
1,N,uyên ương
1,A,uyển chuyển
1,N,uyển ngữ
1,N,uý
1,V,uất
1,N-V,uất hận
1,V,uất nghẹn
1,V,uất ức
1,N,uẩn khúc
1,N,uế khí
1,A,uế tạp
1,A,uể oải
1,V,uốn
1,V,uốn câu
1,V,uốn dẻo
1,V,uốn khúc
1,V,uốn lượn
1,V,uốn nắn
1,V,uốn tóc
1,N,uốn ván
1,V,uốn éo
1,V,uống
1,V,uổng
1,V,uổng phí
2,A,uỳnh uỵch
1,A-V,uỵch
1,N,uỷ ban
1,N,uỷ ban nhân dân
1,N,uỷ ban quân quản
1,A,uỷ mị
1,A,uỷ mỵ
1,V,uỷ nhiệm
1,N,uỷ nhiệm thư
1,V,uỷ quyền
1,V,uỷ thác
1,V,uỷ trị
1,N,uỷ viên
1,X,"v,V"
1,U,v.v.
1,V,va
1,V-N,va chạm
1,N,va li
1,V,va quệt
1,V-N,va vấp
1,V,va đập
1,N,vaccin
1,N,vai
1,N,vai cày
1,N,vai trò
1,N,vai vế
1,N,vals
1,N,vam
1,N-V,van
1,N,van an toàn
1,V,van lơn
1,V,van lạy
1,V,van nài
1,A,van vát
1,V,van vỉ
1,V,van xin
1,N-V,vang
1,V,vang dậy
1,V,vang dội
1,V,vang lừng
1,V,vang vọng
1,V,vang động
1,A,vanh vách
1,N,vanilla
1,N,vaseline
1,V,vay
1,V,vay lãi
1,V,vay mượn
1,N-A-V,ve
1,N,ve sầu
1,A-N,ve ve
1,V,ve vãn
1,V,ve vẩy
1,N,ve áo
1,N,vector
1,N,ven
1,N,ven nội
1,N,ven đô
1,A-R,veo
1,A-R,veo veo
1,N,vernis
1,N,version
1,N-S,vi
1,N,vi chất
1,V,vi cảnh
1,N,vi khuẩn
1,N,vi khí hậu
1,N,vi lượng
1,N-A,vi mô
1,N,vi mạch
1,N,vi nấm
1,N-A,vi phân
1,V,vi phạm
1,N,vi phẫu
1,N,vi phẫu thuật
1,N,vi sinh
1,N,vi sinh vật
1,N,vi sinh vật học
1,N,vi sóng
1,N,vi thể
1,N,vi tiểu hình hoá
1,N,vi trùng
1,N,vi tính
1,V-A,vi vu
1,A,vi vút
1,V,vi xử lí
1,V,vi xử lý
1,A,vi điện tử
1,N,vi điện tử học
1,N,video
1,N,video cassette
1,V,vin
1,A,vinh
1,V,vinh danh
1,N-A,vinh dự
1,N-A,vinh hạnh
1,A,vinh quang
1,V,vinh qui
1,N,vinylon
1,N,viola
1,N,violet
1,N,violon
1,N,violoncello
1,N,virus
1,N,visa
1,N,viscose
1,N,vitamin
1,N,viêm
1,N,viêm nhiễm
1,L-S-V,viên
1,N,viên chức
1,N,viên ngoại
1,V,viên tịch
1,V,viếng
1,V,viếng thăm
1,V-N,viết
1,V,viết lách
1,V,viết tay
1,V,viền
1,A,viển vông
1,A,viễn
1,V,viễn chinh
1,N,viễn chí
1,N,viễn cảnh
1,V,viễn du
1,A,viễn dương
1,V,viễn thám
1,N,viễn thông
1,A,viễn thị
1,A,viễn tưởng
1,V,viễn vọng
1,N,viễn xứ
1,N-L,việc
1,U-X,việc gì
1,N,việc làm
1,U,việc đã rồi
1,N-V,viện
1,N,viện binh
1,N,viện bảo tàng
1,V,viện dẫn
1,N,viện hàn lâm
1,N,viện kiểm sát
1,N,viện phí
1,N,viện quí tộc
1,N,viện quý tộc
1,N,viện sĩ
1,N,viện trưởng
1,V-N,viện trợ
1,N,việt dã
1,N,việt vị
1,V-R,vo
1,V,vo ve
1,V,vo viên
1,A,vo vo
1,N,voan
1,N,voi
1,N,voi biển
1,U,voi giày
1,N,voice chat
1,N,voice mail
1,N,volt
1,N,volt kế
1,N,von
1,A,von vót
1,N,vong
1,V,vong bản
1,N,vong hồn
1,N,vong linh
1,A,vong mạng
1,V,vong ân
1,N,voọc
1,V,vu
1,V,vu cáo
1,V,vu hồi
1,V,vu khống
1,V,vu oan
1,V,vu qui
1,A,vu vu
1,A,vu vơ
1,V,vu vạ
1,N,vua
1,N,vua phá lưới
1,A,vui
1,A,vui chân
1,V,vui chơi
1,A,vui lòng
1,A,vui miệng
1,A,vui mắt
1,V,vui mừng
1,A,vui nhộn
1,A,vui sướng
1,A,vui tai
1,A,vui thích
1,A,vui thú
1,A,vui tính
1,A,vui tươi
1,V,vui vầy
1,A,vui vẻ
1,V,vui đùa
1,V-A,vun
1,V,vun bón
1,V,vun quén
1,V,vun trồng
1,V,vun vào
1,V-A,vun vén
1,V,vun vút
1,V,vun xới
1,V,vun đắp
1,N-V,vung
1,U,vung thiên địa
1,U,vung tàn tán
1,V,vung vãi
1,A-V,vung vít
1,V,vung vảy
1,V,vung vẩy
1,A-N,vuông
1,A,vuông góc
1,N,vuông tre
1,A,vuông vắn
1,A,vuông vức
1,N-V,vuốt
1,V,vuốt mắt
1,U,vuốt râu hùm
1,V,vuốt ve
1,U,vuốt đuôi
1,V,vuột
1,V-I-C,và
1,N,vài
1,N,vài ba
1,N,vàm
1,A,vàn
1,N-A,vàng
1,N,vàng anh
1,N,vàng bạc
1,A,vàng choé
1,N,vàng cốm
1,N,vàng hoa
1,A,vàng hoe
1,A,vàng hươm
1,N,vàng hồ
1,A,vàng hực
1,A,vàng khè
1,A,vàng khé
1,N,vàng lá
1,N,vàng lưới
1,N,vàng lụi
1,N,vàng mã
1,N,vàng mười
1,N,vàng ngọc
1,N,vàng ròng
1,A,vàng rộm
1,N,vàng son
1,N,vàng trắng
1,N,vàng tâm
1,N,vàng tây
1,A,vàng võ
1,A,vàng vọt
1,A,vàng xuộm
1,N,vàng đen
1,A,vàng ệch
1,A,vàng ối
1,N-V,vành
1,N,vành khuyên
1,N,vành móng ngựa
1,A,vành vạnh
1,N,vành đai
1,N,vành đai trắng
1,V-C-I,vào
1,V,vào cuộc
1,V,vào cầu
1,V,vào hùa
1,U,vào khoảng
1,V,vào mẩy
1,V,vào sổ
1,V,vào tròng
1,V,vào vai
1,V,vào đề
1,N,vày
1,N,vày cầu
1,N-V-A,vá
1,V-A,vá víu
1,V-L,vác
1,V,vác mặt
1,N,vách
1,V,vái
1,V,vái lạy
1,N-L,ván
1,N,ván ngựa
1,N,ván thiên
1,N,ván thôi
1,N-A,váng
1,A,váng vất
1,A,vát
1,N-V,váy
1,N,váy xoè
1,N,váy áo
1,N,váy đầm
1,N,vân
1,V,vân vê
1,V-E,vâng
1,V,vâng dạ
1,N-V,vây
1,V,vây bọc
1,V,vây bủa
1,N,vây cánh
1,V,vây hãm
1,V-P,vây ráp
1,V,vây ép
1,V-A,vã
1,N-V,vãi
1,U,vãi linh hồn
1,V,vãn
1,V,vãn cảnh
1,V,vãn hồi
1,V,vãng lai
1,N,vè
1,A,vè vè
1,V-R,vèo
1,V,vèo vèo
1,N,vé
1,N,vé số
1,V,vén
1,V,véo
1,A,véo von
1,N-V,vét
1,N,vét tông
1,N,vét xi
1,A,vét đĩa
1,V,vê
1,N,vên vên
1,A-V,vênh
1,V,vênh vang
1,V,vênh vác
1,A,vênh váo
1,A-V,vênh vênh
1,A,vêu
1,A,vêu vao
1,N-L-C,vì
1,N,vì chống
1,N,vì cầu
1,N,vì kèo
1,V,vì nể
1,U,vì sao
1,C,vì thế
1,C,vì vậy
1,N-V,ví
1,C,ví dù
1,C,ví dầu
1,N,ví dặm
1,N,ví dụ
1,U,ví như
1,C,ví phỏng
1,C,ví thử
1,V,ví von
1,N,vía
1,N,vía van
1,N,vích
1,N-V,vít
1,N-V,vò
1,A,vò võ
1,V,vò xé
1,N-V-L,vòi
1,N,vòi hoa sen
1,N,vòi nước
1,N,vòi rồng
1,N,vòi sen
1,N,vòi voi
1,V,vòi vĩnh
1,A,vòi vọi
1,N,vòm
1,N,vòm miệng
1,N,vòm trời
1,A,vòn
1,A,vòn vọt
1,N-A-V,vòng
1,N,vòng bi
1,N,vòng cung
1,N,vòng hoa
1,N,vòng kiềng
1,N,vòng loại
1,N,vòng nguyệt quế
1,V,vòng quanh
1,V-N,vòng tay
1,N,vòng tránh thai
1,N,vòng tròn
1,A,vòng vo
1,N,vòng vây
1,A,vòng vèo
1,A,vòng vòng
1,N,vòng đai
1,N,vòng đệm
1,N,vó
1,N,vóc
1,N,vóc dáng
1,N,vóc dạc
1,N,vóc vạc
1,V,vói
1,V,vón
1,A,vóng
1,V-A-A-V,vót
1,V-S,vô
1,A,vô biên
1,A,vô bào
1,A,vô bổ
1,A,vô bờ
1,A,vô can
1,A,vô chính phủ
1,A,vô chủ
1,A,vô chừng
1,A-R,vô cùng
1,A,vô cùng tận
1,A,vô căn cứ
1,A,vô cảm
1,A,vô cớ
1,A,vô cực
1,A,vô danh
1,A,vô duyên
1,A,vô dụng
1,A,vô giá
1,A,vô giá trị
1,A,vô giáo dục
1,A,vô hiệu
1,V,vô hiệu hoá
1,A,vô hình
1,U,vô hình trung
1,A,vô hại
1,A,vô hạn
1,A,vô hậu
1,A,vô học
1,A,vô hồn
1,A,vô khối
1,A,vô kì hạn
1,R,vô kể
1,A,vô kỉ luật
1,A,vô kỳ hạn
1,A,vô kỷ luật
1,A,vô liêm sỉ
1,A,vô lo
1,A,vô loài
1,A,vô luân
1,R,vô luận
1,V,vô lê
1,A,vô lí
1,A,vô lý
1,N,vô lăng
1,A,vô lương
1,N,vô lại
1,A,vô lễ
1,A,vô lối
1,A,vô nghiệm
1,A,vô nghĩa
1,A,vô nguyên tắc
1,R,vô ngần
1,A,vô nhân đạo
1,V,vô phép
1,A,vô phúc
1,A,vô phương
1,A,vô phước
1,A,vô sinh
1,A,vô song
1,N-A,vô sản
1,V,vô sản hoá
1,A,vô sỉ
1,A,vô số
1,A,vô sự
1,A,vô thanh
1,A,vô thiên lủng
1,A,vô thần
1,N,vô thần luận
1,A,vô thời hạn
1,A-N,vô thức
1,A,vô thừa nhận
1,A,vô tri
1,A,vô trách nhiệm
1,A-V,vô trùng
1,N,vô tuyến
1,N,vô tuyến truyền hình
1,N,vô tuyến điện
1,A,vô tâm
1,A,vô tình
1,A,vô tích sự
1,N,vô tính
1,A,vô tư
1,A,vô tư lự
1,A,vô tận
1,N,vô tỉ
1,A,vô tổ chức
1,A,vô tội
1,A,vô tội vạ
1,N,vô tỷ
1,A,vô vàn
1,A,vô vị
1,A,vô vọng
1,A,vô ích
1,A,vô ý
1,A,vô ý thức
1,A,vô điều kiện
1,A,vô đạo
1,A-N,vô địch
1,A,vô định
1,A,vô độ
1,A,vô ơn
1,N,vôi
1,N,vôi bột
1,N,vôi chín
1,V,vôi hoá
1,N,vôi sống
1,N,vôi tôi
1,N,vôn
1,N,vông
1,N,vông vang
1,N-A,võ
1,N,võ công
1,N,võ khí
1,N,võ lâm
1,N,võ lực
1,N,võ nghệ
1,A,võ phu
1,N,võ sinh
1,N,võ sĩ
1,N,võ sĩ đạo
1,N,võ sư
1,N,võ thuật
1,V,võ trang
1,A,võ vàng
1,A,võ vẽ
1,A,võ đoán
1,N,võ đài
1,N,võ đường
1,N-A-V,võng
1,N,võng mạc
1,A,vù
1,N,vùa
1,V,vùi
1,V,vùi dập
1,V,vùi đầu
1,A,vùn vụt
1,N,vùng
1,N,vùng biên
1,N,vùng biển
1,N,vùng cao
1,N,vùng kinh tế mới
1,N,vùng lõm
1,N,vùng sâu
1,N,vùng sâu vùng xa
1,N,vùng trời
1,N,vùng ven
1,V,vùng và vùng vằng
1,V,vùng vẫy
1,V,vùng vằng
1,N,vùng xa
1,N,vùng đất
1,N,vùng đệm
1,N,vú
1,N,vú cao su
1,N,vú sữa
1,N,vú vê
1,N,vú đá
1,V-A,vút
1,N,văn
1,N,văn bia
1,N,văn bản
1,N,văn bản học
1,N,văn bằng
1,N,văn chương
1,N,văn chỉ
1,N,văn công
1,N,văn cảnh
1,N,văn hiến
1,A,văn hoa
1,N,văn hoá
1,N,văn hoá phẩm
1,N,văn hoá quần chúng
1,N,văn hào
1,N,văn học
1,N,văn học dân gian
1,N,văn học sử
1,N,văn học thành văn
1,N,văn học truyền khẩu
1,N,văn học truyền miệng
1,N,văn khố
1,N,văn kiện
1,N,văn liệu
1,N-A,văn minh
1,N,văn miếu
1,N,văn nghệ
1,N,văn nghệ sĩ
1,N,văn ngôn
1,N,văn phong
1,N,văn phòng
1,N,văn phòng phẩm
1,N,văn thơ
1,N,văn thư
1,N,văn thể
1,N,văn tế
1,N,văn tự
1,N,văn võ
1,N,văn vần
1,N,văn vật
1,A,văn vẻ
1,N,văn xuôi
1,N-V,văng
1,A,văng mạng
1,A,văng tê
1,V,văng tục
1,A,văng vắng
1,A,văng vẳng
1,N,vĩ
1,N-A,vĩ mô
1,N,vĩ nhân
1,N,vĩ thanh
1,N,vĩ tuyến
1,N,vĩ tố
1,A,vĩ đại
1,N,vĩ độ
1,V,vĩnh biệt
1,A,vĩnh cửu
1,A,vĩnh hằng
1,A,vĩnh viễn
1,N,vũ
1,N,vũ bão
1,N,vũ công
1,N,vũ hội
1,N,vũ khí
1,N,vũ khí hoá học
1,N,vũ khí hạt nhân
1,N,vũ khí lạnh
1,N,vũ khí sinh học
1,N,vũ khí tên lửa
1,N,vũ khí vi trùng
1,N,vũ khúc
1,N,vũ kế
1,N,vũ kịch
1,N,vũ lực
1,N,vũ nữ
1,A,vũ phu
1,N,vũ sư
1,N,vũ thuỷ
1,V-A,vũ trang
1,N,vũ trường
1,N,vũ trụ
1,N,vũ điệu
1,N,vũ đoàn
1,N,vũ đài
1,N,vũ đạo
1,L-N,vũng
1,N,vũng tàu
1,V-A,vơ
1,V,vơ váo
1,V,vơ vét
1,A,vơ vất
1,A,vơ vẩn
1,A-V,vơi
1,A,vơi đầy
1,V,vươn
1,V,vươn mình
1,N-V,vương
1,A,vương giả
1,N,vương miện
1,N,vương phi
1,N,vương quốc
1,N,vương triều
1,N,vương tướng
1,V,vương vãi
1,V,vương víu
1,V,vương vướng
1,V,vương vấn
1,V,vương vất
1,V,vướng
1,V,vướng bận
1,V-N,vướng mắc
1,V,vướng víu
1,V,vướng vất
1,N-A,vườn
1,N,vườn bách thú
1,N,vườn bách thảo
1,N,vườn quốc gia
1,N,vườn trường
1,N,vườn tược
1,N,vườn địa đàng
1,N,vườn ươm
1,N,vượn
1,N,vượn người
1,V,vượng
1,V,vượt
1,V,vượt biên
1,V,vượt bậc
1,V,vượt bực
1,V,vượt cạn
1,V,vượt cấp
1,V,vượt ngục
1,V,vượt rào
1,V,vượt trội
1,V,vượt tuyến
1,N,vạ
1,U,vạ gì mà
1,V,vạ lây
1,N,vạ miệng
1,A,vạ vật
1,N,vạ vịt
1,N-V,vạc
1,N,vạc dầu
1,V-N,vạch
1,V,vạch mặt
1,V,vạch trần
1,N,vại
1,A,vạm vỡ
1,N,vạn
1,N,vạn chài
1,N,vạn niên thanh
1,A,vạn năng
1,N,vạn thọ
1,N,vạn tuế
1,N,vạn vật
1,N,vạn đò
1,N-V,vạt
1,N,vạy
1,N-V,vả
1,C,vả chăng
1,C,vả lại
1,N,vải
1,N,vải bò
1,N,vải giả da
1,N,vải kiện
1,N,vải nhựa
1,N,vải thiều
1,N,vải vóc
1,V,vảnh
1,N,vảy
1,N,vảy nến
1,V,vấn
1,N,vấn nạn
1,V,vấn vít
1,V,vấn vương
1,V,vấn đáp
1,N,vấn đề
1,V,vấp
1,V-N,vấp ngã
1,V,vấp váp
1,A,vất
1,A,vất va vất vưởng
1,A,vất vưởng
1,A,vất vả
1,N,vấu
1,V,vấy
1,N-A,vần
1,N,vần chân
1,V,vần công
1,N,vần lưng
1,N,vần ngược
1,A,vần vè
1,V,vần vò
1,V,vần vũ
1,V,vần vụ
1,N,vần xuôi
1,L,vầng
1,N,vầng dương
1,N,vầng đông
1,N,vầu
1,V,vầy
1,V,vầy vò
1,A,vầy vậy
1,V,vẩn
1,A,vẩn vơ
1,A,vẩn đục
1,A,vẩu
1,N-V,vẩy
1,N,vẩy nến
1,R,vẫn
1,V,vẫy
1,V,vẫy gọi
1,V,vẫy vùng
1,A,vậm vạp
1,N-V,vận
1,V,vận chuyển
1,V,vận dụng
1,V,vận hành
1,N,vận hạn
1,N,vận hội
1,N,vận khí
1,N,vận mạng
1,N,vận mệnh
1,N,vận số
1,V,vận trù
1,N,vận trù học
1,V,vận tải
1,N,vận tốc
1,V,vận xuất
1,N,vận đơn
1,V,vận động
1,N,vận động viên
1,V,vập
1,N-V,vật
1,N,vật chất
1,N,vật chủ
1,N,vật chứng
1,N,vật giá
1,N,vật kính
1,N,vật linh giáo
1,N,vật liệu
1,N-A,vật lí
1,N,vật lí cổ điển
1,N,vật lí hiện đại
1,N,vật lí hạt nhân
1,N,vật lí học
1,N,vật lí sinh vật
1,N,vật lí trị liệu
1,N,vật lý
1,N,vật lý cổ điển
1,N,vật lý hiện đại
1,N,vật lý hạt nhân
1,N,vật lý học
1,N,vật lý sinh vật
1,N,vật lý trị liệu
1,V,vật lộn
1,N,vật lực
1,N,vật mang
1,N,vật nuôi
1,V,vật nài
1,N,vật phẩm
1,N,vật thể
1,N,vật tư
1,N,vật tự nó
1,V,vật vã
1,V-A,vật vờ
1,P-I,vậy
1,U,vậy mà
1,A,vắn tắt
1,A,vắng
1,A,vắng bặt
1,A,vắng hoe
1,A,vắng lặng
1,A,vắng mặt
1,A,vắng ngắt
1,A,vắng tanh
1,A,vắng teo
1,A,vắng tin
1,A,vắng tiếng
1,A,vắng vẻ
1,N-U-V,vắt
1,V,vắt sổ
1,A,vắt va vắt vẻo
1,A,vắt vẻo
1,V,vắt óc
1,V,vằm
1,N-V,vằn
1,N,vằn thắn
1,A,vằn vèo
1,A,vằn vện
1,N-V,vằng
1,A,vằng vặc
1,V,vẳng
1,V,vặc
1,V,vặn
1,V-A,vặn vẹo
1,V-A,vặt
1,A,vặt vãnh
1,N,vẹc
1,N,vẹc bông lau
1,N,vẹm
1,A,vẹn
1,A,vẹn nguyên
1,A,vẹn toàn
1,A,vẹn tròn
1,A,vẹo
1,A,vẹo vọ
1,N-V-A,vẹt
1,N,vẻ
1,A,vẻ vang
1,A,vẻn vẹn
1,V,vẽ
1,V,vẽ chuyện
1,V,vẽ vời
1,N,vế
1,N,vết
1,N,vết chàm
1,N,vết thương
1,N,vết tích
1,U,vết xe đổ
1,V-C,về
1,V,về vườn
1,A,vều
1,V,vểnh
1,N,vệ
1,N,vệ binh
1,V-N,vệ quốc
1,N,vệ quốc quân
1,N-V-A,vệ sinh
1,N,vệ sĩ
1,N,vệ tinh
1,N,vệ tinh nhân tạo
1,N,vệ tinh địa tĩnh
1,A,vện
1,N,vệt
1,N-L,vỉ
1,N,vỉ buồm
1,N,vỉ ruồi
1,N,vỉa
1,N,vỉa hè
1,L-N,vị
1,U,vị chi
1,A,vị chủng
1,N,vị giác
1,A,vị kỉ
1,A,vị kỷ
1,N,vị lai
1,N,vị ngữ
1,V,vị nể
1,A,vị tha
1,A,vị thành niên
1,N,vị thế
1,N,vị toan
1,N,vị trí
1,N,vị từ
1,N,vịm
1,V,vịn
1,N-V,vịnh
1,N,vịt
1,N,vịt bầu
1,N,vịt cỏ
1,N,vịt trời
1,N,vịt xiêm
1,N,vịt đàn
1,N,vọ
1,V,vọc
1,A,vọc vạch
1,V,vọng
1,N,vọng cổ
1,N,vọng gác
1,V,vọng ngoại
1,N,vọp
1,N,vọp bẻ
1,N,vỏ
1,N,vỏ bào
1,N,vỏ chai
1,N,vỏ lải
1,N,vỏ lụa
1,N,vỏ não
1,A,vỏn vẹn
1,A,vỏng
1,N,vố
1,V-N,vốc
1,N,vối
1,N-R,vốn
1,N,vốn cố định
1,R,vốn dĩ
1,N,vốn liếng
1,N,vốn lưu động
1,N,vốn pháp định
1,N,vốn sống
1,N,vốn tự có
1,N,vốn điều lệ
1,N-V,vồ
1,A,vồ vập
1,V,vồ ếch
1,A,vồn vã
1,V-N,vồng
1,A,vổ
1,V,vổng
1,V,vỗ
1,V,vỗ béo
1,V,vỗ ngực
1,V,vỗ tay
1,V,vỗ về
1,A,vội
1,A,vội vàng
1,A,vội vã
1,N-V,vớ
1,V,vớ bẫm
1,V,vớ bở
1,A-V,vớ vẩn
1,V-N-I-C,với
1,C,với lại
1,V,vớt
1,V,vớt vát
1,N-V,vờ
1,V,vờ vĩnh
1,V,vờ vịt
1,N-A,vời
1,A,vời vợi
1,V,vờn
1,N-L,vở
1,V,vởn vơ
1,V,vỡ
1,U,vỡ chợ
1,V,vỡ giọng
1,V,vỡ hoang
1,V,vỡ kế hoạch
1,V,vỡ lòng
1,V,vỡ lẽ
1,V,vỡ lở
1,V,vỡ mộng
1,V,vỡ nợ
1,V,vỡ vạc
1,N,vợ
1,N,vợ bé
1,N,vợ chưa cưới
1,N,vợ chồng
1,N,vợ con
1,N,vợ cả
1,N,vợ kế
1,N,vợ lẽ
1,N,vợ lớn
1,N,vợ nhỏ
1,V,vợi
1,N-V,vợt
1,N,vụ
1,V,vụ lợi
1,N,vụ trưởng
1,N,vụ việc
1,V,vục
1,A-N,vụn
1,A,vụn vặt
1,A,vụng
1,A,vụng dại
1,A,vụng trộm
1,A,vụng về
1,V,vụt
1,U,vụt một cái
1,V,vứt
1,A-R,vừa
1,V,vừa lòng
1,A,vừa miệng
1,A,vừa mắt
1,A,vừa mồm
1,R,vừa mới
1,U,vừa nãy
1,A,vừa phải
1,U,vừa qua
1,U,vừa rồi
1,A,vừa vặn
1,A,vừa ý
1,N-L,vừng
1,N-A,vữa
1,N,vữa bata
1,A,vững
1,A,vững bền
1,A,vững bụng
1,A,vững chãi
1,A,vững chắc
1,A,vững dạ
1,A,vững lòng
1,A,vững mạnh
1,A,vững tâm
1,A,vững vàng
1,N,vựa
1,N,vựa lúa
1,N-V,vực
1,N,w
1,N,watt
1,N,watt kế
1,N,web
1,N,webcam
1,N,weblog
1,N,website
1,N,wolfram
1,N,world cup
1,N,world wide web
1,N,wushu
1,N,www
1,N,x
1,N-V-A,xa
1,N,xa bô chê
1,V,xa cách
1,A,xa gần
1,A,xa hoa
1,A,xa khơi
1,V,xa lánh
1,V,xa lìa
1,N,xa lông
1,A,xa lăng lắc
1,A,xa lạ
1,A,xa lắc
1,N,xa lộ
1,A,xa ngái
1,V,xa rời
1,N,xa tanh
1,A,xa thẳm
1,A,xa tít
1,A,xa tắp
1,A-V,xa vắng
1,A,xa vời
1,A,xa vời vợi
1,A,xa xa
1,A,xa xôi
1,A,xa xăm
1,A,xa xưa
1,A,xa xẩn
1,A,xa xỉ
1,N,xa xỉ phẩm
1,A,xam
1,A,xam xám
1,N-V,xang
1,N-A,xanh
1,A,xanh biếc
1,A,xanh cỏ
1,A,xanh hoà bình
1,A,xanh lam
1,A,xanh lè
1,A,xanh lét
1,A,xanh lơ
1,A,xanh lướt
1,A,xanh mét
1,A,xanh mắt
1,A,xanh ngắt
1,A,xanh om
1,A,xanh rì
1,A,xanh rớt
1,A,xanh rờn
1,N,xanh tuya
1,A,xanh tươi
1,A,xanh um
1,A,xanh xao
1,V,xao
1,V,xao xuyến
